Rk.,,Pitcher,,Batter,Game Pitch #,Pitch,PA,Inning,Result,Pitch Type,Pitch Vel  (MPH),Spin (RPM),VBreak (In.),,HBreak (In.),
185,,,,,86,35,22,3,Swinging Strike,Sweeper,79.8,2232,44,↓,6,←
,,Garrett Whitlock,,Josh Donaldson,,,,,,,,,,,,
186,,,,,85,34,21,3,"In play, no out",Changeup,80.2,2075,41,↓,15,→
,,Garrett Whitlock,,DJ LeMahieu,,,,,,,,,,,,
187,,,,,84,33,21,3,Called Strike,Changeup,81.2,2103,41,↓,15,→
,,Garrett Whitlock,,DJ LeMahieu,,,,,,,,,,,,
188,,,,,83,32,21,3,Ball,Sinker,94.2,2009,17,↓,15,→
,,Garrett Whitlock,,DJ LeMahieu,,,,,,,,,,,,
189,,,,,82,31,21,3,Ball,Sweeper,80.3,2142,45,↓,2,←
,,Garrett Whitlock,,DJ LeMahieu,,,,,,,,,,,,
190,,,,,81,30,20,3,"In play, out(s)",Sinker,92.4,2079,17,↓,14,→
,,Garrett Whitlock,,Anthony Volpe,,,,,,,,,,,,
191,,,,,80,44,19,3,"In play, out(s)",4-Seam Fastball,98.4,2427,13,↓,10,→
,,Gerrit Cole,,Masataka Yoshida,,,,,,,,,,,,
192,,,,,79,43,19,3,Ball,Knuckle Curve,83.2,2745,51,↓,10,←
,,Gerrit Cole,,Masataka Yoshida,,,,,,,,,,,,
193,,,,,78,42,19,3,Foul,4-Seam Fastball,97.8,2279,16,↓,9,→
,,Gerrit Cole,,Masataka Yoshida,,,,,,,,,,,,
194,,,,,76,41,19,3,Ball,Changeup,90.1,1502,27,↓,11,→
,,Gerrit Cole,,Masataka Yoshida,,,,,,,,,,,,
195,,,,,75,40,19,3,Called Strike,Knuckle Curve,83.1,2852,47,↓,12,←
,,Gerrit Cole,,Masataka Yoshida,,,,,,,,,,,,
196,,,,,74,39,19,3,Called Strike,4-Seam Fastball,95.4,2298,16,↓,11,→
,,Gerrit Cole,,Masataka Yoshida,,,,,,,,,,,,
197,,,,,73,38,18,3,"In play, out(s)",4-Seam Fastball,97.3,2423,13,↓,8,→
,,Gerrit Cole,,Alex Verdugo,,,,,,,,,,,,
198,,,,,72,37,18,3,Called Strike,Changeup,90,1626,25,↓,15,→
,,Gerrit Cole,,Alex Verdugo,,,,,,,,,,,,
199,,,,,71,36,17,3,"In play, out(s)",4-Seam Fastball,98.9,2355,12,↓,5,→
,,Gerrit Cole,,Enrique Hernandez,,,,,,,,,,,,
200,,,,,70,35,17,3,Ball,4-Seam Fastball,97.9,2345,10,↓,6,→
,,Gerrit Cole,,Enrique Hernandez,,,,,,,,,,,,
201,,,,,69,34,17,3,Swinging Strike,4-Seam Fastball,98.3,2365,9,↓,6,→
,,Gerrit Cole,,Enrique Hernandez,,,,,,,,,,,,
202,,,,,68,33,17,3,Ball,4-Seam Fastball,97.1,2437,13,↓,10,→
,,Gerrit Cole,,Enrique Hernandez,,,,,,,,,,,,
203,,,,,67,32,16,3,"In play, no out",Knuckle Curve,82.9,2805,55,↓,10,←
,,Gerrit Cole,,Connor Wong,,,,,,,,,,,,
204,,,,,65,31,16,3,Foul,Slider,88.7,2557,36,↓,7,←
,,Gerrit Cole,,Connor Wong,,,,,,,,,,,,
205,,,,,64,30,16,3,Ball,4-Seam Fastball,95.4,2367,16,↓,5,→
,,Gerrit Cole,,Connor Wong,,,,,,,,,,,,
206,,,,,63,29,16,3,Foul,Slider,87.1,2578,40,↓,5,←
,,Gerrit Cole,,Connor Wong,,,,,,,,,,,,
207,,,,,62,28,16,3,Called Strike,4-Seam Fastball,96.1,2308,12,↓,6,→
,,Gerrit Cole,,Connor Wong,,,,,,,,,,,,
208,,,,,61,27,16,3,Ball,4-Seam Fastball,95,2346,12,↓,3,→
,,Gerrit Cole,,Connor Wong,,,,,,,,,,,,
209,,,,,60,26,16,3,Swinging Strike,Knuckle Curve,81.6,2702,58,↓,10,←
,,Gerrit Cole,,Connor Wong,,,,,,,,,,,,
210,,,,,59,29,15,2,"In play, out(s)",Changeup,83.5,2149,36,↓,15,→
,,Garrett Whitlock,,Jose Trevino,,,,,,,,,,,,
211,,,,,58,28,15,2,Swinging Strike,Sweeper,78.8,2105,43,↓,10,←
,,Garrett Whitlock,,Jose Trevino,,,,,,,,,,,,
212,,,,,57,27,15,2,Called Strike,Sweeper,78.4,2093,44,↓,11,←
,,Garrett Whitlock,,Jose Trevino,,,,,,,,,,,,
213,,,,,56,26,14,2,"In play, out(s)",Changeup,83,2176,36,↓,14,→
,,Garrett Whitlock,,Billy McKinney,,,,,,,,,,,,
214,,,,,54,25,14,2,Called Strike,Sweeper,79.5,2134,44,↓,8,←
,,Garrett Whitlock,,Billy McKinney,,,,,,,,,,,,
215,,,,,53,24,14,2,Ball,Sinker,95,2131,16,↓,15,→
,,Garrett Whitlock,,Billy McKinney,,,,,,,,,,,,
216,,,,,52,23,14,2,Called Strike,Sinker,93.9,2079,18,↓,17,→
,,Garrett Whitlock,,Billy McKinney,,,,,,,,,,,,
217,,,,,51,22,14,2,Ball,Sinker,92.8,2130,16,↓,15,→
,,Garrett Whitlock,,Billy McKinney,,,,,,,,,,,,
218,,,,,50,21,13,2,"In play, no out",Sinker,93.5,2103,19,↓,17,→
,,Garrett Whitlock,,Isiah Kiner-Falefa,,,,,,,,,,,,
219,,,,,49,20,13,2,Ball,Sinker,93.5,2079,18,↓,16,→
,,Garrett Whitlock,,Isiah Kiner-Falefa,,,,,,,,,,,,
220,,,,,48,25,12,2,"In play, out(s)",Slider,90,2596,34,↓,4,←
,,Gerrit Cole,,Christian Arroyo,,,,,,,,,,,,
221,,,,,47,24,12,2,Ball In Dirt,Slider,89.9,2664,35,↓,9,←
,,Gerrit Cole,,Christian Arroyo,,,,,,,,,,,,
222,,,,,46,23,12,2,Ball In Dirt,Slider,89.7,2485,31,↓,4,←
,,Gerrit Cole,,Christian Arroyo,,,,,,,,,,,,
223,,,,,45,22,12,2,Swinging Strike,4-Seam Fastball,96.9,2354,12,↓,7,→
,,Gerrit Cole,,Christian Arroyo,,,,,,,,,,,,
224,,,,,44,21,12,2,Swinging Strike,Slider,88.2,2537,35,↓,7,←
,,Gerrit Cole,,Christian Arroyo,,,,,,,,,,,,
225,,,,,43,20,11,2,"In play, no out",Changeup,91.2,1480,26,↓,12,→
,,Gerrit Cole,,Triston Casas,,,,,,,,,,,,
226,,,,,42,19,11,2,Ball,4-Seam Fastball,96.8,2295,14,↓,5,→
,,Gerrit Cole,,Triston Casas,,,,,,,,,,,,
227,,,,,41,18,11,2,Foul Tip,4-Seam Fastball,96.3,2393,12,↓,7,→
,,Gerrit Cole,,Triston Casas,,,,,,,,,,,,
228,,,,,40,17,11,2,Ball,4-Seam Fastball,96.7,2330,12,↓,7,→
,,Gerrit Cole,,Triston Casas,,,,,,,,,,,,
229,,,,,39,16,10,2,Swinging Strike,4-Seam Fastball,96,2311,14,↓,7,→
,,Gerrit Cole,,Adam Duvall,,,,,,,,,,,,
230,,,,,38,15,10,2,Ball,Slider,88.6,2540,33,↓,6,←
,,Gerrit Cole,,Adam Duvall,,,,,,,,,,,,
231,,,,,37,14,10,2,Foul,Slider,89.1,2511,30,↓,5,←
,,Gerrit Cole,,Adam Duvall,,,,,,,,,,,,
232,,,,,36,13,10,2,Called Strike,4-Seam Fastball,95.2,2331,14,↓,7,→
,,Gerrit Cole,,Adam Duvall,,,,,,,,,,,,
233,,,,,35,19,9,1,"In play, out(s)",Sinker,94.5,1988,21,↓,14,→
,,Garrett Whitlock,,Jake Bauers,,,,,,,,,,,,
234,,,,,34,18,9,1,Ball,Sweeper,78.8,2086,44,↓,9,←
,,Garrett Whitlock,,Jake Bauers,,,,,,,,,,,,
235,,,,,33,17,8,1,"In play, no out",Sinker,95.7,2105,15,↓,13,→
,,Garrett Whitlock,,Giancarlo Stanton,,,,,,,,,,,,
236,,,,,32,16,8,1,Ball,Sweeper,82.1,2231,41,↓,9,←
,,Garrett Whitlock,,Giancarlo Stanton,,,,,,,,,,,,
237,,,,,31,15,8,1,Swinging Strike,Sinker,94.9,2108,17,↓,15,→
,,Garrett Whitlock,,Giancarlo Stanton,,,,,,,,,,,,
238,,,,,30,14,8,1,Ball,Sinker,94.7,2135,17,↓,15,→
,,Garrett Whitlock,,Giancarlo Stanton,,,,,,,,,,,,
239,,,,,29,13,8,1,Called Strike,Sweeper,80.1,2133,44,↓,7,←
,,Garrett Whitlock,,Giancarlo Stanton,,,,,,,,,,,,
240,,,,,28,12,7,1,Swinging Strike,Changeup,83.5,2258,37,↓,15,→
,,Garrett Whitlock,,Anthony Rizzo,,,,,,,,,,,,
241,,,,,26,11,7,1,Ball,Sinker,96.3,2100,18,↓,15,→
,,Garrett Whitlock,,Anthony Rizzo,,,,,,,,,,,,
242,,,,,25,10,7,1,Swinging Strike,Changeup,82.1,2134,37,↓,14,→
,,Garrett Whitlock,,Anthony Rizzo,,,,,,,,,,,,
243,,,,,24,9,7,1,Ball,Sinker,93,2020,21,↓,14,→
,,Garrett Whitlock,,Anthony Rizzo,,,,,,,,,,,,
244,,,,,23,8,7,1,Foul,Sinker,94.6,1962,18,↓,14,→
,,Garrett Whitlock,,Anthony Rizzo,,,,,,,,,,,,
245,,,,,22,7,6,1,Swinging Strike,Sweeper,80.3,2091,47,↓,8,←
,,Garrett Whitlock,,Josh Donaldson,,,,,,,,,,,,
246,,,,,21,6,6,1,Foul,Changeup,81.6,2069,42,↓,12,→
,,Garrett Whitlock,,Josh Donaldson,,,,,,,,,,,,
247,,,,,20,5,6,1,Foul,Sinker,94.9,2065,15,↓,11,→
,,Garrett Whitlock,,Josh Donaldson,,,,,,,,,,,,
248,,,,,19,4,6,1,Ball,Sinker,94.7,2022,18,↓,13,→
,,Garrett Whitlock,,Josh Donaldson,,,,,,,,,,,,
249,,,,,18,3,5,1,"In play, no out",Sinker,94.5,2133,15,↓,12,→
,,Garrett Whitlock,,DJ LeMahieu,,,,,,,,,,,,
250,,,,,17,2,5,1,Foul,Sinker,94.1,2044,17,↓,12,→
,,Garrett Whitlock,,DJ LeMahieu,,,,,,,,,,,,
251,,,,,16,1,5,1,Called Strike,Sinker,93.8,1983,17,↓,12,→
,,Garrett Whitlock,,DJ LeMahieu,,,,,,,,,,,,
252,,,,,15,12,4,1,"In play, out(s)",Cutter,94.1,2496,20,↓,1,←
,,Gerrit Cole,,Rafael Devers,,,,,,,,,,,,
253,,,,,14,11,4,1,Ball,4-Seam Fastball,96.7,2376,12,↓,6,→
,,Gerrit Cole,,Rafael Devers,,,,,,,,,,,,
254,,,,,13,10,4,1,Called Strike,4-Seam Fastball,97.5,2414,10,↓,7,→
,,Gerrit Cole,,Rafael Devers,,,,,,,,,,,,
255,,,,,12,9,3,1,"In play, no out",4-Seam Fastball,95.9,2289,12,↓,9,→
,,Gerrit Cole,,Justin Turner,,,,,,,,,,,,
256,,,,,11,8,3,1,Ball,Slider,88.4,2469,37,↓,6,←
,,Gerrit Cole,,Justin Turner,,,,,,,,,,,,
257,,,,,10,7,3,1,Ball,4-Seam Fastball,94.8,2339,13,↓,5,→
,,Gerrit Cole,,Justin Turner,,,,,,,,,,,,
258,,,,,9,6,3,1,Called Strike,4-Seam Fastball,95.9,2407,12,↓,10,→
,,Gerrit Cole,,Justin Turner,,,,,,,,,,,,
259,,,,,8,5,2,1,"In play, out(s)",4-Seam Fastball,93.9,2363,13,↓,8,→
,,Gerrit Cole,,Masataka Yoshida,,,,,,,,,,,,
260,,,,,7,4,1,1,Foul Tip,4-Seam Fastball,96.4,2390,10,↓,6,→
,,Gerrit Cole,,Alex Verdugo,,,,,,,,,,,,
261,,,,,6,3,1,1,Foul,Cutter,93.2,2419,18,↓,0,
,,Gerrit Cole,,Alex Verdugo,,,,,,,,,,,,
262,,,,,5,2,1,1,Ball,4-Seam Fastball,93.6,2249,14,↓,8,→
,,Gerrit Cole,,Alex Verdugo,,,,,,,,,,,,
263,,,,,4,1,1,1,Called Strike,4-Seam Fastball,93.7,2302,14,↓,7,→
,,Gerrit Cole,,Alex Verdugo,,,,,,,,,,,,
1,,,,,306,18,69,9,"In play, out(s)",Sinker,97.4,2214,26,↓,18,→
,,Clay Holmes,,Justin Turner,,,,,,,,,,,,
2,,,,,305,17,69,9,Foul,Sinker,97.2,2384,25,↓,15,→
,,Clay Holmes,,Justin Turner,,,,,,,,,,,,
3,,,,,304,16,69,9,Foul,Slider,87.3,2602,38,↓,4,←
,,Clay Holmes,,Justin Turner,,,,,,,,,,,,
4,,,,,303,15,69,9,Ball In Dirt,Slider,88.7,2661,43,↓,3,←
,,Clay Holmes,,Justin Turner,,,,,,,,,,,,
5,,,,,302,14,69,9,Foul,Slider,88,2591,43,↓,2,←
,,Clay Holmes,,Justin Turner,,,,,,,,,,,,
6,,,,,301,13,69,9,Ball,Sinker,98.4,2142,26,↓,14,→
,,Clay Holmes,,Justin Turner,,,,,,,,,,,,
7,,,,,300,12,69,9,Foul,Slider,88.2,2562,40,↓,5,←
,,Clay Holmes,,Justin Turner,,,,,,,,,,,,
8,,,,,299,11,69,9,Ball,Sinker,97.2,2235,25,↓,15,→
,,Clay Holmes,,Justin Turner,,,,,,,,,,,,
9,,,,,298,10,69,9,Called Strike,Sinker,97.6,2226,23,↓,15,→
,,Clay Holmes,,Justin Turner,,,,,,,,,,,,
10,,,,,297,9,68,9,Swinging Strike,Slider,87.6,2563,40,↓,4,←
,,Clay Holmes,,Masataka Yoshida,,,,,,,,,,,,
11,,,,,296,8,68,9,Ball,Sinker,98,2222,23,↓,16,→
,,Clay Holmes,,Masataka Yoshida,,,,,,,,,,,,
12,,,,,295,7,68,9,Swinging Strike,Slider,88.5,2539,41,↓,2,←
,,Clay Holmes,,Masataka Yoshida,,,,,,,,,,,,
13,,,,,294,6,68,9,Called Strike,Sinker,97.2,2255,26,↓,16,→
,,Clay Holmes,,Masataka Yoshida,,,,,,,,,,,,
14,,,,,293,5,67,9,"In play, no out",Sinker,97.3,2232,26,↓,15,→
,,Clay Holmes,,Alex Verdugo,,,,,,,,,,,,
15,,,,,292,4,67,9,Ball,Sinker,97.5,2243,23,↓,14,→
,,Clay Holmes,,Alex Verdugo,,,,,,,,,,,,
16,,,,,291,3,66,9,Called Strike,Sinker,97.5,2299,27,↓,15,→
,,Clay Holmes,,Jarren Duran,,,,,,,,,,,,
17,,,,,289,2,66,9,Swinging Strike,Slider,88.2,2551,38,↓,5,←
,,Clay Holmes,,Jarren Duran,,,,,,,,,,,,
18,,,,,288,1,66,9,Called Strike,Sinker,95.5,2185,28,↓,18,→
,,Clay Holmes,,Jarren Duran,,,,,,,,,,,,
19,,,,,285,12,65,8,"In play, out(s)",Sinker,96.7,2012,22,↓,10,→
,,Josh Winckowski,,Oswaldo Cabrera,,,,,,,,,,,,
20,,,,,284,11,65,8,Ball,Cutter,89,2181,36,↓,3,←
,,Josh Winckowski,,Oswaldo Cabrera,,,,,,,,,,,,
21,,,,,283,10,65,8,Called Strike,Slider,85.2,2304,39,↓,11,←
,,Josh Winckowski,,Oswaldo Cabrera,,,,,,,,,,,,
22,,,,,282,9,64,8,"In play, out(s)",Cutter,90.6,2305,32,↓,6,←
,,Josh Winckowski,,Josh Donaldson,,,,,,,,,,,,
23,,,,,281,8,64,8,Swinging Strike,Sinker,96.6,2103,20,↓,12,→
,,Josh Winckowski,,Josh Donaldson,,,,,,,,,,,,
24,,,,,280,7,63,8,"In play, no out",Sinker,98.3,2148,15,↓,11,→
,,Josh Winckowski,,Gleyber Torres,,,,,,,,,,,,
25,,,,,279,6,63,8,Foul,Sinker,97.5,2121,17,↓,12,→
,,Josh Winckowski,,Gleyber Torres,,,,,,,,,,,,
26,,,,,278,5,63,8,Ball,Sinker,97.6,2025,21,↓,15,→
,,Josh Winckowski,,Gleyber Torres,,,,,,,,,,,,
27,,,,,277,4,63,8,Called Strike,Slider,85.8,2319,39,↓,5,←
,,Josh Winckowski,,Gleyber Torres,,,,,,,,,,,,
28,,,,,276,16,62,8,"In play, out(s)",Changeup,90.1,1444,30,↓,14,→
,,Tommy Kahnle,,Reese McGuire,,,,,,,,,,,,
29,,,,,275,15,62,8,Foul,Changeup,88.8,1443,27,↓,12,→
,,Tommy Kahnle,,Reese McGuire,,,,,,,,,,,,
30,,,,,274,14,62,8,Called Strike,Changeup,88.3,1405,29,↓,13,→
,,Tommy Kahnle,,Reese McGuire,,,,,,,,,,,,
31,,,,,273,13,62,8,Called Strike,Changeup,87.5,1405,31,↓,14,→
,,Tommy Kahnle,,Reese McGuire,,,,,,,,,,,,
32,,,,,272,12,61,8,"In play, out(s)",Changeup,89.2,1311,31,↓,10,→
,,Tommy Kahnle,,Christian Arroyo,,,,,,,,,,,,
33,,,,,271,11,61,8,Foul,Changeup,87.6,1387,32,↓,10,→
,,Tommy Kahnle,,Christian Arroyo,,,,,,,,,,,,
34,,,,,270,10,61,8,Ball,4-Seam Fastball,94.2,2152,16,↓,4,→
,,Tommy Kahnle,,Christian Arroyo,,,,,,,,,,,,
35,,,,,269,9,61,8,Ball,Changeup,90,1329,31,↓,11,→
,,Tommy Kahnle,,Christian Arroyo,,,,,,,,,,,,
36,,,,,268,8,61,8,Foul Bunt,Changeup,88.8,1356,32,↓,13,→
,,Tommy Kahnle,,Christian Arroyo,,,,,,,,,,,,
37,,,,,267,7,61,8,Swinging Strike,Changeup,86.8,1408,31,↓,13,→
,,Tommy Kahnle,,Christian Arroyo,,,,,,,,,,,,
38,,,,,266,6,60,8,"In play, out(s)",Changeup,88.2,1494,29,↓,12,→
,,Tommy Kahnle,,Triston Casas,,,,,,,,,,,,
39,,,,,265,5,60,8,Ball,Changeup,87.1,1241,32,↓,13,→
,,Tommy Kahnle,,Triston Casas,,,,,,,,,,,,
40,,,,,264,4,60,8,Swinging Strike,Changeup,88.9,1453,34,↓,13,→
,,Tommy Kahnle,,Triston Casas,,,,,,,,,,,,
41,,,,,263,3,60,8,Ball,Changeup,87.3,1444,37,↓,13,→
,,Tommy Kahnle,,Triston Casas,,,,,,,,,,,,
42,,,,,262,2,60,8,Called Strike,Changeup,87.7,1405,33,↓,13,→
,,Tommy Kahnle,,Triston Casas,,,,,,,,,,,,
43,,,,,261,1,59,8,Hit By Pitch,Changeup,87,1357,34,↓,14,→
,,Tommy Kahnle,,Adam Duvall,,,,,,,,,,,,
44,,,,,256,3,58,7,"In play, out(s)",Sinker,96.8,2176,16,↓,11,→
,,Josh Winckowski,,Anthony Volpe,,,,,,,,,,,,
45,,,,,255,2,58,7,Foul,Sinker,97.2,2128,17,↓,14,→
,,Josh Winckowski,,Anthony Volpe,,,,,,,,,,,,
46,,,,,254,1,57,7,"In play, run(s)",Cutter,90.1,2294,32,↓,7,←
,,Josh Winckowski,,Kyle Higashioka,,,,,,,,,,,,
47,,,,,251,9,56,7,"In play, out(s)",Sinker,93,2022,28,↓,17,←
,,Brennan Bernardino,,Billy McKinney,,,,,,,,,,,,
48,,,,,250,8,56,7,Swinging Strike,Sinker,92.3,2064,26,↓,15,←
,,Brennan Bernardino,,Billy McKinney,,,,,,,,,,,,
49,,,,,249,7,56,7,Called Strike,Sinker,92.4,2116,26,↓,17,←
,,Brennan Bernardino,,Billy McKinney,,,,,,,,,,,,
50,,,,,248,6,55,7,Swinging Strike,Sinker,92.6,2147,28,↓,15,←
,,Brennan Bernardino,,DJ LeMahieu,,,,,,,,,,,,
51,,,,,246,5,55,7,Foul,Curveball,79.6,2800,43,↓,20,→
,,Brennan Bernardino,,DJ LeMahieu,,,,,,,,,,,,
52,,,,,245,4,55,7,Called Strike,Sinker,92.2,2113,29,↓,18,←
,,Brennan Bernardino,,DJ LeMahieu,,,,,,,,,,,,
53,,,,,244,3,55,7,Called Strike,Curveball,78.6,2684,48,↓,18,→
,,Brennan Bernardino,,DJ LeMahieu,,,,,,,,,,,,
54,,,,,242,2,54,7,"In play, no out",Sinker,92.3,2170,29,↓,20,←
,,Brennan Bernardino,,Isiah Kiner-Falefa,,,,,,,,,,,,
55,,,,,241,1,54,7,Ball,Curveball,78.6,2639,46,↓,20,→
,,Brennan Bernardino,,Isiah Kiner-Falefa,,,,,,,,,,,,
56,,,,,238,29,53,7,"In play, out(s)",Sinker,96.8,2223,18,↓,16,←
,,Wandy Peralta,,Rafael Devers,,,,,,,,,,,,
57,,,,,237,28,53,7,Ball,Sinker,96.7,2199,18,↓,16,←
,,Wandy Peralta,,Rafael Devers,,,,,,,,,,,,
58,,,,,235,27,52,7,Ball,Changeup,91.2,2178,25,↓,18,←
,,Wandy Peralta,,Justin Turner,,,,,,,,,,,,
59,,,,,233,26,52,7,Ball,Sinker,96.9,2104,18,↓,15,←
,,Wandy Peralta,,Justin Turner,,,,,,,,,,,,
60,,,,,232,25,52,7,Ball,Sinker,96.3,2164,19,↓,16,←
,,Wandy Peralta,,Justin Turner,,,,,,,,,,,,
61,,,,,231,24,52,7,Foul,Changeup,91,2198,29,↓,18,←
,,Wandy Peralta,,Justin Turner,,,,,,,,,,,,
62,,,,,229,23,52,7,Ball,Changeup,88.7,2097,34,↓,17,←
,,Wandy Peralta,,Justin Turner,,,,,,,,,,,,
63,,,,,228,22,51,7,Ball,Slider,88.6,2297,34,↓,1,←
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
64,,,,,227,21,51,7,Foul,Changeup,89.7,2129,29,↓,18,←
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
65,,,,,226,20,51,7,Foul,Sinker,96.6,2157,22,↓,19,←
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
66,,,,,224,19,51,7,Foul,Changeup,91.2,2126,28,↓,18,←
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
67,,,,,223,18,51,7,Foul,Changeup,91.7,2173,31,↓,18,←
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
68,,,,,222,17,51,7,Foul,Sinker,96.7,2186,21,↓,17,←
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
69,,,,,221,16,51,7,Foul,Sinker,96.9,1928,25,↓,16,←
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
70,,,,,220,15,51,7,Foul,Changeup,91.5,2131,30,↓,15,←
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
71,,,,,219,14,51,7,Foul,Changeup,91,2241,27,↓,18,←
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
72,,,,,217,13,51,7,Called Strike,Changeup,89.9,2186,30,↓,16,←
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
73,,,,,216,12,51,7,Called Strike,Slider,89.2,2260,31,↓,2,→
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
74,,,,,215,11,51,7,Ball,Sinker,96.2,2125,22,↓,17,←
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
75,,,,,214,10,51,7,Ball,Sinker,96.1,2065,23,↓,17,←
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
76,,,,,213,9,51,7,Ball,Sinker,96.2,2098,21,↓,16,←
,,Wandy Peralta,,Masataka Yoshida,,,,,,,,,,,,
77,,,,,212,8,50,7,"In play, out(s)",Sinker,96.8,2170,20,↓,17,←
,,Wandy Peralta,,Alex Verdugo,,,,,,,,,,,,
78,,,,,211,7,50,7,Swinging Strike,Slider,89.3,2284,26,↓,3,→
,,Wandy Peralta,,Alex Verdugo,,,,,,,,,,,,
79,,,,,210,6,50,7,Ball,Sinker,96.3,2134,21,↓,18,←
,,Wandy Peralta,,Alex Verdugo,,,,,,,,,,,,
80,,,,,209,5,50,7,Ball,Sinker,96.6,2140,21,↓,18,←
,,Wandy Peralta,,Alex Verdugo,,,,,,,,,,,,
81,,,,,208,4,49,7,"In play, out(s)",Changeup,89.1,2274,32,↓,17,←
,,Wandy Peralta,,Enrique Hernandez,,,,,,,,,,,,
82,,,,,207,3,49,7,Ball,Sinker,95.1,2214,23,↓,19,←
,,Wandy Peralta,,Enrique Hernandez,,,,,,,,,,,,
83,,,,,206,2,49,7,Ball,Changeup,88,2194,34,↓,15,←
,,Wandy Peralta,,Enrique Hernandez,,,,,,,,,,,,
84,,,,,205,1,49,7,Called Strike,Sinker,94.8,2191,25,↓,19,←
,,Wandy Peralta,,Enrique Hernandez,,,,,,,,,,,,
85,,,,,200,93,48,6,"In play, out(s)",Slider,84.8,2520,39,↓,11,←
,,Tanner Houck,,Giancarlo Stanton,,,,,,,,,,,,
86,,,,,199,92,48,6,Ball,Slider,85,2375,41,↓,9,←
,,Tanner Houck,,Giancarlo Stanton,,,,,,,,,,,,
87,,,,,198,91,48,6,Swinging Strike,Splitter,88.5,1595,33,↓,15,→
,,Tanner Houck,,Giancarlo Stanton,,,,,,,,,,,,
88,,,,,197,90,48,6,Called Strike,Slider,83.1,2608,42,↓,9,←
,,Tanner Houck,,Giancarlo Stanton,,,,,,,,,,,,
89,,,,,196,89,48,6,Ball,Slider,83.6,2665,42,↓,11,←
,,Tanner Houck,,Giancarlo Stanton,,,,,,,,,,,,
90,,,,,195,88,47,6,"In play, run(s)",Splitter,88.7,1707,34,↓,12,→
,,Tanner Houck,,Willie Calhoun,,,,,,,,,,,,
91,,,,,194,87,47,6,Called Strike,Slider,82.5,2442,45,↓,12,←
,,Tanner Houck,,Willie Calhoun,,,,,,,,,,,,
92,,,,,193,86,47,6,Ball,4-Seam Fastball,94.1,2060,22,↓,5,→
,,Tanner Houck,,Willie Calhoun,,,,,,,,,,,,
93,,,,,192,85,47,6,Foul,Splitter,88.2,1646,34,↓,15,→
,,Tanner Houck,,Willie Calhoun,,,,,,,,,,,,
94,,,,,191,84,46,6,"In play, out(s)",Sinker,95.3,2063,30,↓,15,→
,,Tanner Houck,,Josh Donaldson,,,,,,,,,,,,
95,,,,,190,83,46,6,Foul,Slider,84.1,2556,42,↓,10,←
,,Tanner Houck,,Josh Donaldson,,,,,,,,,,,,
96,,,,,189,82,46,6,Ball,Sinker,94.9,2090,33,↓,14,→
,,Tanner Houck,,Josh Donaldson,,,,,,,,,,,,
97,,,,,188,81,46,6,Foul,Sinker,94.2,2065,31,↓,10,→
,,Tanner Houck,,Josh Donaldson,,,,,,,,,,,,
98,,,,,187,80,46,6,Foul,Slider,83,2493,46,↓,13,←
,,Tanner Houck,,Josh Donaldson,,,,,,,,,,,,
99,,,,,186,79,46,6,Ball,Slider,83.9,2464,40,↓,11,←
,,Tanner Houck,,Josh Donaldson,,,,,,,,,,,,
100,,,,,185,78,45,6,"In play, out(s)",Sinker,93.6,1983,32,↓,13,→
,,Tanner Houck,,Gleyber Torres,,,,,,,,,,,,
101,,,,,183,77,45,6,Swinging Strike,Slider,82.8,2522,42,↓,12,←
,,Tanner Houck,,Gleyber Torres,,,,,,,,,,,,
102,,,,,182,76,45,6,Ball,Slider,83.5,2466,40,↓,11,←
,,Tanner Houck,,Gleyber Torres,,,,,,,,,,,,
103,,,,,181,75,45,6,Called Strike,Sinker,93.3,2018,29,↓,14,→
,,Tanner Houck,,Gleyber Torres,,,,,,,,,,,,
104,,,,,180,74,45,6,Ball,Sinker,94.4,2080,30,↓,15,→
,,Tanner Houck,,Gleyber Torres,,,,,,,,,,,,
105,,,,,179,73,45,6,Ball,Slider,85.1,2666,41,↓,12,←
,,Tanner Houck,,Gleyber Torres,,,,,,,,,,,,
106,,,,,178,86,44,6,"In play, out(s)",Curveball,80.9,2525,41,↓,0,
,,Domingo German,,Reese McGuire,,,,,,,,,,,,
107,,,,,177,85,43,6,Swinging Strike,Curveball,82.1,2556,38,↓,0,
,,Domingo German,,Christian Arroyo,,,,,,,,,,,,
108,,,,,175,84,43,6,Swinging Strike,Curveball,81.8,2572,38,↓,0,
